종목명,종목코드,현재가,시가총액,매출성장률,순이익률,부채비율,PER,PBR,평가점수,종합평가,평가이유,성장성점수,수익성점수,안정성점수,투자지표점수
엘컴텍,037950,890,75158291910,1.4134275618374559,7.8397212543554,14.758620689655173,17.4787,1.0453,40,보통,매출 성장률이 1.41%로 저조함; 순이익률이 7.84%로 개선 필요; 부채비율이 14.76%로 안정적임; PER이 17.48로 고평가 가능성; PBR이 1.05로 적정 수준,0,0,20,20
제일테크노스,038010,6350,57150000000,-24.28983120625772,11.419249592169658,33.76036171816126,3.5278,0.4395,30,주의 필요,매출 성장률이 -24.29%로 저조함; 순이익률이 11.42%로 양호함; 부채비율이 33.76%로 높음; PER이 3.53로 저평가 가능성; PBR이 0.44로 저평가 가능성,0,10,0,20
루멘스,038060,867,41705360823,1.7523364485981308,5.05166475315729,51.077199281867145,6.5165,0.383,30,주의 필요,매출 성장률이 1.75%로 저조함; 순이익률이 5.05%로 개선 필요; 부채비율이 51.08%로 높음; PER이 6.52로 적정 수준; PBR이 0.38로 저평가 가능성,0,0,0,30
서린바이오,038070,7510,68346076760,-15.848214285714285,4.111405835543767,16.915995397008054,23.5676,0.7954,40,보통,매출 성장률이 -15.85%로 저조함; 순이익률이 4.11%로 개선 필요; 부채비율이 16.92%로 안정적임; PER이 23.57로 고평가 가능성; PBR이 0.80로 적정 수준,0,0,20,20
에코플라스틱,038110,3660,150679894200,4.373785059705638,0.5853398962352002,472.5799386771792,9.2442,0.5695,40,보통,매출 성장률이 4.37%로 저조함; 순이익률이 0.59%로 개선 필요; 부채비율이 472.58%로 높음; PER이 9.24로 적정 수준; PBR이 0.57로 적정 수준,0,0,0,40
마크로젠,038290,15350,166415490000,2.2590361445783134,-5.743740795287187,85.79481397970687,-18.4906,1.0247,30,주의 필요,매출 성장률이 2.26%로 저조함; 순이익률이 -5.74%로 개선 필요; 부채비율이 85.79%로 높음; PER이 -18.49로 저평가 가능성; PBR이 1.02로 적정 수준,0,0,0,30
레드캡투어,038390,11350,189781329700,6.120638675340036,5.656171635553079,223.27306444135374,7.7147,0.9144,40,보통,매출 성장률이 6.12%로 저조함; 순이익률이 5.66%로 개선 필요; 부채비율이 223.27%로 높음; PER이 7.71로 적정 수준; PBR이 0.91로 적정 수준,0,0,0,40
바이오스마트,038460,3150,82417979700,6.159579131959666,0.2271319430105307,68.03069053708441,-82.418,0.5465,30,주의 필요,매출 성장률이 6.16%로 저조함; 순이익률이 0.23%로 개선 필요; 부채비율이 68.03%로 높음; PER이 -82.42로 저평가 가능성; PBR이 0.55로 적정 수준,0,0,0,30
삼표시멘트,038500,3215,346950923790,-3.994172635668326,8.358624178047547,96.38984395662523,6.3428,0.4689,30,주의 필요,매출 성장률이 -3.99%로 저조함; 순이익률이 8.36%로 개선 필요; 부채비율이 96.39%로 높음; PER이 6.34로 적정 수준; PBR이 0.47로 저평가 가능성,0,0,0,30
케이바이오,038530,276,31937159772,180.21978021978023,-13.071895424836603,9.430438842203548,-3.1311,0.2781,60,좋음,매출 성장률이 180.22%로 우수함; 순이익률이 -13.07%로 개선 필요; 부채비율이 9.43%로 안정적임; PER이 -3.13로 저평가 가능성; PBR이 0.28로 저평가 가능성,20,0,20,20
상상인,038540,1914,105898391082,-7.118463180362861,-24.715615305067217,795.0201648255304,-0.4596,0.1664,20,주의 필요,매출 성장률이 -7.12%로 저조함; 순이익률이 -24.72%로 개선 필요; 부채비율이 795.02%로 높음; PER이 -0.46로 저평가 가능성; PBR이 0.17로 저평가 가능성,0,0,0,20
위즈코프,038620,605,45816326325,86.63101604278076,1.0506208213944603,24.94407158836689,38.1803,0.5212,40,보통,매출 성장률이 86.63%로 우수함; 순이익률이 1.05%로 개선 필요; 부채비율이 24.94%로 높음; PER이 38.18로 고평가 가능성; PBR이 0.52로 적정 수준,20,0,0,20
에스넷,038680,4130,82239211460,-5.701110878222595,1.4892198266281396,133.60287511230908,10.5435,0.7816,40,보통,매출 성장률이 -5.70%로 저조함; 순이익률이 1.49%로 개선 필요; 부채비율이 133.60%로 높음; PER이 10.54로 적정 수준; PBR이 0.78로 적정 수준,0,0,0,40
에코바이오,038870,3995,55989721255,13.924050632911392,-22.77777777777778,45.26699029126214,-13.656,0.6648,40,보통,매출 성장률이 13.92%로 양호함; 순이익률이 -22.78%로 개선 필요; 부채비율이 45.27%로 높음; PER이 -13.66로 저평가 가능성; PBR이 0.66로 적정 수준,10,0,0,30
아이에이,038880,204,76647119700,-14.358108108108109,-51.28205128205128,82.09331651954602,-2.767,0.8486,30,주의 필요,매출 성장률이 -14.36%로 저조함; 순이익률이 -51.28%로 개선 필요; 부채비율이 82.09%로 높음; PER이 -2.77로 저평가 가능성; PBR이 0.85로 적정 수준,0,0,0,30
파인디지털,038950,3695,37728776675,-19.27023945267959,-2.2598870056497176,11.398963730569948,-29.0221,0.3898,40,보통,매출 성장률이 -19.27%로 저조함; 순이익률이 -2.26%로 개선 필요; 부채비율이 11.40%로 안정적임; PER이 -29.02로 저평가 가능성; PBR이 0.39로 저평가 가능성,0,0,20,20
현대에이치티,039010,7140,61582500000,28.538812785388128,8.22972172883363,39.9197592778335,4.701,0.6331,50,보통,매출 성장률이 28.54%로 우수함; 순이익률이 8.23%로 개선 필요; 부채비율이 39.92%로 높음; PER이 4.70로 저평가 가능성; PBR이 0.63로 적정 수준,20,0,0,30
이건홀딩스,039020,4800,108406603200,8.484187568157035,-3.236831523924407,115.31506849315068,-9.1098,0.2975,20,주의 필요,매출 성장률이 8.48%로 저조함; 순이익률이 -3.24%로 개선 필요; 부채비율이 115.32%로 높음; PER이 -9.11로 저평가 가능성; PBR이 0.30로 저평가 가능성,0,0,0,20
이오테크닉스,039030,215000,2648703250000,1.4543155232374327,13.306325958242443,8.291873963515755,56.7174,4.4535,30,주의 필요,매출 성장률이 1.45%로 저조함; 순이익률이 13.31%로 양호함; 부채비율이 8.29%로 안정적임; PER이 56.72로 고평가 가능성; PBR이 4.45로 고평가 가능성,0,10,20,0
하나투어,039130,53900,834907334800,49.80563654033042,16.072007784625363,270.5263157894737,9.3495,5.6893,50,보통,매출 성장률이 49.81%로 우수함; 순이익률이 16.07%로 양호함; 부채비율이 270.53%로 높음; PER이 9.35로 적정 수준; PBR이 5.69로 고평가 가능성,20,10,0,20
오스코텍,039200,32500,1243065720000,580.0,-4.705882352941177,29.003021148036257,-460.3947,10.4635,30,주의 필요,매출 성장률이 580.00%로 우수함; 순이익률이 -4.71%로 개선 필요; 부채비율이 29.00%로 높음; PER이 -460.39로 저평가 가능성; PBR이 10.46로 고평가 가능성,20,0,0,10
경남스틸,039240,3035,81883098140,1.3323084806559056,1.8963337547408345,49.465240641711226,11.6976,0.7471,40,보통,매출 성장률이 1.33%로 저조함; 순이익률이 1.90%로 개선 필요; 부채비율이 49.47%로 높음; PER이 11.70로 적정 수준; PBR이 0.75로 적정 수준,0,0,0,40
인포뱅크,039290,6290,54685121620,0.0,-2.7027027027027026,34.958217270194986,-16.0839,0.7569,30,주의 필요,매출 성장률이 0.00%로 저조함; 순이익률이 -2.70%로 개선 필요; 부채비율이 34.96%로 높음; PER이 -16.08로 저평가 가능성; PBR이 0.76로 적정 수준,0,0,0,30
세중,039310,1561,28287922187,2.7548209366391188,4.825737265415549,14.887365328109697,35.3599,0.2757,30,주의 필요,매출 성장률이 2.75%로 저조함; 순이익률이 4.83%로 개선 필요; 부채비율이 14.89%로 안정적임; PER이 35.36로 고평가 가능성; PBR이 0.28로 저평가 가능성,0,0,20,10
한국경제TV,039340,6000,135000000000,-1.2422360248447204,10.69182389937107,13.549239920687375,21.4286,0.832,50,보통,매출 성장률이 -1.24%로 저조함; 순이익률이 10.69%로 양호함; 부채비율이 13.55%로 안정적임; PER이 21.43로 고평가 가능성; PBR이 0.83로 적정 수준,0,10,20,20
케이엘넷,039420,2970,71739548100,-1.37524557956778,17.729083665338646,10.465116279069768,7.3958,1.2017,70,좋음,매출 성장률이 -1.38%로 저조함; 순이익률이 17.73%로 양호함; 부채비율이 10.47%로 안정적임; PER이 7.40로 적정 수준; PBR이 1.20로 적정 수준,0,10,20,40
에스티아이,039440,19950,315808500000,4.538341158059469,8.113772455089821,41.41104294478527,12.0999,1.2511,40,보통,매출 성장률이 4.54%로 저조함; 순이익률이 8.11%로 개선 필요; 부채비율이 41.41%로 높음; PER이 12.10로 적정 수준; PBR이 1.25로 적정 수준,0,0,0,40
키움증권,039490,210500,5492465566500,,,888.8030682362969,6.6527,0.996,40,보통,매출 데이터 부족; 재무 데이터 부족; 부채비율이 888.80%로 높음; PER이 6.65로 적정 수준; PBR이 1.00로 적정 수준,0,0,0,40
다산네트웍스,039560,2890,114484405090,265.7638136511376,-6.575829383886256,91.96787148594377,-12.1792,0.3591,40,보통,매출 성장률이 265.76%로 우수함; 순이익률이 -6.58%로 개선 필요; 부채비율이 91.97%로 높음; PER이 -12.18로 저평가 가능성; PBR이 0.36로 저평가 가능성,20,0,0,20
HDC랩스,039570,9690,251529153690,3.7110341415141015,3.0216284987277353,63.81308411214953,12.7035,0.9749,40,보통,매출 성장률이 3.71%로 저조함; 순이익률이 3.02%로 개선 필요; 부채비율이 63.81%로 높음; PER이 12.70로 적정 수준; PBR이 0.97로 적정 수준,0,0,0,40
화성밸브,039610,10960,114097984000,-0.32751091703056767,7.776560788608982,38.41269841269842,18.7046,1.22,20,주의 필요,매출 성장률이 -0.33%로 저조함; 순이익률이 7.78%로 개선 필요; 부채비율이 38.41%로 높음; PER이 18.70로 고평가 가능성; PBR이 1.22로 적정 수준,0,0,0,20
한국정보공학,039740,2870,23012799390,67.90657439446368,1.7001545595054095,76.72583826429981,6.7685,0.4716,50,보통,매출 성장률이 67.91%로 우수함; 순이익률이 1.70%로 개선 필요; 부채비율이 76.73%로 높음; PER이 6.77로 적정 수준; PBR이 0.47로 저평가 가능성,20,0,0,30
오로라,039830,17250,185659852500,18.529664660361135,1.5233949945593037,269.25587467362925,35.7038,1.2316,30,주의 필요,매출 성장률이 18.53%로 양호함; 순이익률이 1.52%로 개선 필요; 부채비율이 269.26%로 높음; PER이 35.70로 고평가 가능성; PBR이 1.23로 적정 수준,10,0,0,20
디오,039840,17970,258320313390,-23.170731707317074,-34.50292397660819,68.20186183243509,-5.6899,1.2322,30,주의 필요,매출 성장률이 -23.17%로 저조함; 순이익률이 -34.50%로 개선 필요; 부채비율이 68.20%로 높음; PER이 -5.69로 저평가 가능성; PBR이 1.23로 적정 수준,0,0,0,30
나노엔텍,039860,3530,113348589460,13.805970149253731,11.80327868852459,6.756756756756757,33.3378,1.5517,60,좋음,매출 성장률이 13.81%로 양호함; 순이익률이 11.80%로 양호함; 부채비율이 6.76%로 안정적임; PER이 33.34로 고평가 가능성; PBR이 1.55로 적정 수준,10,10,20,20
폴라리스AI,039980,2440,177378396160,-10.606060606060606,2.0715630885122414,21.21212121212121,43.263,1.891,20,주의 필요,매출 성장률이 -10.61%로 저조함; 순이익률이 2.07%로 개선 필요; 부채비율이 21.21%로 높음; PER이 43.26로 고평가 가능성; PBR이 1.89로 적정 수준,0,0,0,20
누리플렉스,040160,4320,52079911200,-2.562170308967596,-3.402938901778809,108.25806451612902,-23.6727,0.6722,30,주의 필요,매출 성장률이 -2.56%로 저조함; 순이익률이 -3.40%로 개선 필요; 부채비율이 108.26%로 높음; PER이 -23.67로 저평가 가능성; PBR이 0.67로 적정 수준,0,0,0,30
YTN,040300,2930,139693551400,0.5363984674329502,-14.176829268292682,57.63701707097933,-9.1904,0.6292,30,주의 필요,매출 성장률이 0.54%로 저조함; 순이익률이 -14.18%로 개선 필요; 부채비율이 57.64%로 높음; PER이 -9.19로 저평가 가능성; PBR이 0.63로 적정 수준,0,0,0,30
크레오에스지,040350,510,98534714730,-16.3265306122449,-169.5121951219512,81.54761904761905,-6.7955,2.3644,10,주의 필요,매출 성장률이 -16.33%로 저조함; 순이익률이 -169.51%로 개선 필요; 부채비율이 81.55%로 높음; PER이 -6.80로 저평가 가능성; PBR이 2.36로 고평가 가능성,0,0,0,10
정상제이엘에스,040420,6280,98455026560,-6.701940035273369,7.183364839319471,24.228028503562946,13.8669,1.197,40,보통,매출 성장률이 -6.70%로 저조함; 순이익률이 7.18%로 개선 필요; 부채비율이 24.23%로 높음; PER이 13.87로 적정 수준; PBR이 1.20로 적정 수준,0,0,0,40
SG&G,040610,1845,62890876620,21.241050119331742,31.88976377952756,19.159001314060447,3.7659,0.1687,80,매우 좋음,매출 성장률이 21.24%로 우수함; 순이익률이 31.89%로 우수함; 부채비율이 19.16%로 안정적임; PER이 3.77로 저평가 가능성; PBR이 0.17로 저평가 가능성,20,20,20,20
아이씨디,040910,3825,71046601875,136.91813804173353,-19.17344173441734,97.01030927835052,-2.3525,0.6615,50,보통,매출 성장률이 136.92%로 우수함; 순이익률이 -19.17%로 개선 필요; 부채비율이 97.01%로 높음; PER이 -2.35로 저평가 가능성; PBR이 0.66로 적정 수준,20,0,0,30
폴라리스오피스,041020,5980,297358478040,156.07043558850788,6.731813246471227,19.74199493204331,18.3555,0.6692,60,좋음,매출 성장률이 156.07%로 우수함; 순이익률이 6.73%로 개선 필요; 부채비율이 19.74%로 안정적임; PER이 18.36로 고평가 가능성; PBR이 0.67로 적정 수준,20,0,20,20
우리기술투자,041190,9790,822360000000,,,20.65445812068448,5.3469,1.293,40,보통,매출 데이터 부족; 재무 데이터 부족; 부채비율이 20.65%로 높음; PER이 5.35로 적정 수준; PBR이 1.29로 적정 수준,0,0,0,40
현대에버다임,041440,7920,141894276480,-0.8377548170901982,1.8586313714446634,57.514604354753054,20.2706,0.7718,20,주의 필요,매출 성장률이 -0.84%로 저조함; 순이익률이 1.86%로 개선 필요; 부채비율이 57.51%로 높음; PER이 20.27로 고평가 가능성; PBR이 0.77로 적정 수준,0,0,0,20
한국전자인증,041460,4280,81320000000,-3.1331592689295036,10.781671159029651,34.32343234323432,16.5959,1.4217,30,주의 필요,매출 성장률이 -3.13%로 저조함; 순이익률이 10.78%로 양호함; 부채비율이 34.32%로 높음; PER이 16.60로 고평가 가능성; PBR이 1.42로 적정 수준,0,10,0,20
에스엠,041510,121500,2781704835000,2.9757569451669963,0.08083257552793777,71.1615004221445,11.5376,2.9901,20,주의 필요,매출 성장률이 2.98%로 저조함; 순이익률이 0.08%로 개선 필요; 부채비율이 71.16%로 높음; PER이 11.54로 적정 수준; PBR이 2.99로 고평가 가능성,0,0,0,20
이엘씨,041520,8440,102872881200,81.36645962732919,-1.0273972602739725,5.506117908787542,257.1822,0.578,60,좋음,매출 성장률이 81.37%로 우수함; 순이익률이 -1.03%로 개선 필요; 부채비율이 5.51%로 안정적임; PER이 257.18로 고평가 가능성; PBR이 0.58로 적정 수준,20,0,20,20
플래스크,041590,2370,116064014460,-37.719298245614034,-39.436619718309856,23.71638141809291,-64.48,3.4985,10,주의 필요,매출 성장률이 -37.72%로 저조함; 순이익률이 -39.44%로 개선 필요; 부채비율이 23.72%로 높음; PER이 -64.48로 저평가 가능성; PBR이 3.50로 고평가 가능성,0,0,0,10
상신브레이크,041650,2960,63555492000,0.5386620330147698,3.0072589007950223,154.08426483233018,5.4789,0.2799,30,주의 필요,매출 성장률이 0.54%로 저조함; 순이익률이 3.01%로 개선 필요; 부채비율이 154.08%로 높음; PER이 5.48로 적정 수준; PBR이 0.28로 저평가 가능성,0,0,0,30
인바디,041830,23550,317474771100,20.01173708920188,15.990220048899756,11.646586345381527,10.3076,1.1742,90,매우 좋음,매출 성장률이 20.01%로 우수함; 순이익률이 15.99%로 양호함; 부채비율이 11.65%로 안정적임; PER이 10.31로 적정 수준; PBR이 1.17로 적정 수준,20,10,20,40
폴라리스AI파마,041910,7150,96536490050,-7.165109034267912,6.543624161073826,4.58786936236392,16.3621,0.7701,40,보통,매출 성장률이 -7.17%로 저조함; 순이익률이 6.54%로 개선 필요; 부채비율이 4.59%로 안정적임; PER이 16.36로 고평가 가능성; PBR이 0.77로 적정 수준,0,0,20,20
메디아나,041920,5900,109729515700,-27.29591836734694,10.87719298245614,9.233176838810643,22.8603,0.8632,50,보통,매출 성장률이 -27.30%로 저조함; 순이익률이 10.88%로 양호함; 부채비율이 9.23%로 안정적임; PER이 22.86로 고평가 가능성; PBR이 0.86로 적정 수준,0,10,20,20
동아화성,041930,6190,97802000000,3.932736642256577,3.7578288100208765,82.94294294294295,5.2022,0.5866,40,보통,매출 성장률이 3.93%로 저조함; 순이익률이 3.76%로 개선 필요; 부채비율이 82.94%로 높음; PER이 5.20로 적정 수준; PBR이 0.59로 적정 수준,0,0,0,40
코미팜,041960,5220,378845461980,38.028169014084504,25.0,87.32824427480917,27.4526,5.6969,40,보통,매출 성장률이 38.03%로 우수함; 순이익률이 25.00%로 우수함; 부채비율이 87.33%로 높음; PER이 27.45로 고평가 가능성; PBR이 5.70로 고평가 가능성,20,20,0,0
카페24,042000,44250,1073197639500,11.582441903356695,7.768595041322314,58.76623376623377,38.3285,5.177,10,주의 필요,매출 성장률이 11.58%로 양호함; 순이익률이 7.77%로 개선 필요; 부채비율이 58.77%로 높음; PER이 38.33로 고평가 가능성; PBR이 5.18로 고평가 가능성,10,0,0,0
케이피엠테크,042040,254,49566975796,-37.142857142857146,-141.25874125874125,90.69506726457399,-0.93,0.5394,30,주의 필요,매출 성장률이 -37.14%로 저조함; 순이익률이 -141.26%로 개선 필요; 부채비율이 90.70%로 높음; PER이 -0.93로 저평가 가능성; PBR이 0.54로 적정 수준,0,0,0,30
에스씨디,042110,1400,67661389600,10.309278350515463,3.925233644859813,29.16030534351145,8.2514,0.5224,50,보통,매출 성장률이 10.31%로 양호함; 순이익률이 3.93%로 개선 필요; 부채비율이 29.16%로 높음; PER이 8.25로 적정 수준; PBR이 0.52로 적정 수준,10,0,0,40
비츠로테크,042370,8520,223224213000,21.365826013034855,9.689469997665189,39.73024136299101,5.366,0.5496,60,좋음,매출 성장률이 21.37%로 우수함; 순이익률이 9.69%로 개선 필요; 부채비율이 39.73%로 높음; PER이 5.37로 적정 수준; PBR이 0.55로 적정 수준,20,0,0,40
네오위즈홀딩스,042420,24950,214416457700,0.4091653027823241,-5.324640043466449,21.707605800532704,-7.343,0.3101,20,주의 필요,매출 성장률이 0.41%로 저조함; 순이익률이 -5.32%로 개선 필요; 부채비율이 21.71%로 높음; PER이 -7.34로 저평가 가능성; PBR이 0.31로 저평가 가능성,0,0,0,20
링네트,042500,4390,83717888260,-24.71290767110703,7.87065283709579,38.29588014981273,7.2171,0.8002,40,보통,매출 성장률이 -24.71%로 저조함; 순이익률이 7.87%로 개선 필요; 부채비율이 38.30%로 높음; PER이 7.22로 적정 수준; PBR이 0.80로 적정 수준,0,0,0,40
라온시큐어,042510,11530,129195656220,20.656370656370658,6.5600000000000005,41.584158415841586,32.2989,2.7754,20,주의 필요,매출 성장률이 20.66%로 우수함; 순이익률이 6.56%로 개선 필요; 부채비율이 41.58%로 높음; PER이 32.30로 고평가 가능성; PBR이 2.78로 고평가 가능성,20,0,0,0
한스바이오메드,042520,8250,111592527750,3.974358974358974,-9.617755856966708,81.37108792846497,-14.879,1.6489,30,주의 필요,매출 성장률이 3.97%로 저조함; 순이익률이 -9.62%로 개선 필요; 부채비율이 81.37%로 높음; PER이 -14.88로 저평가 가능성; PBR이 1.65로 적정 수준,0,0,0,30
새로닉스,042600,8900,110569808600,0.39662865642042633,-26.123456790123456,102.58823529411765,-2.1101,0.8405,30,주의 필요,매출 성장률이 0.40%로 저조함; 순이익률이 -26.12%로 개선 필요; 부채비율이 102.59%로 높음; PER이 -2.11로 저평가 가능성; PBR이 0.84로 적정 수준,0,0,0,30
한화오션,042660,97600,29905947254400,45.45847225409338,4.901633259094284,266.9017559731875,43.1606,6.4765,20,주의 필요,매출 성장률이 45.46%로 우수함; 순이익률이 4.90%로 개선 필요; 부채비율이 266.90%로 높음; PER이 43.16로 고평가 가능성; PBR이 6.48로 고평가 가능성,20,0,0,0
HD현대인프라코어,042670,15200,2927383686400,-11.70486737058975,2.6347771134120848,132.09181463837157,36.23,1.5696,20,주의 필요,매출 성장률이 -11.70%로 저조함; 순이익률이 2.63%로 개선 필요; 부채비율이 132.09%로 높음; PER이 36.23로 고평가 가능성; PBR이 1.57로 적정 수준,0,0,0,20
한미반도체,042700,85200,8120599440000,251.50943396226415,27.30363213455001,31.429099648733594,58.9731,14.8824,40,보통,매출 성장률이 251.51%로 우수함; 순이익률이 27.30%로 우수함; 부채비율이 31.43%로 높음; PER이 58.97로 고평가 가능성; PBR이 14.88로 고평가 가능성,20,20,0,0
상지건설,042940,12600,86041771200,-88.2691201840138,-130.88235294117646,128.4738041002278,-3.8758,0.9225,30,주의 필요,매출 성장률이 -88.27%로 저조함; 순이익률이 -130.88%로 개선 필요; 부채비율이 128.47%로 높음; PER이 -3.88로 저평가 가능성; PBR이 0.92로 적정 수준,0,0,0,30
더테크놀로지,043090,380,4718944500,-30.201342281879196,-176.9230769230769,41.042345276872965,-0.276,0.1365,20,주의 필요,매출 성장률이 -30.20%로 저조함; 순이익률이 -176.92%로 개선 필요; 부채비율이 41.04%로 높음; PER이 -0.28로 저평가 가능성; PBR이 0.14로 저평가 가능성,0,0,0,20
알파녹스,043100,4795,82028429420,-0.37174721189591076,-27.985074626865668,117.16171617161717,-10.2536,3.1249,10,주의 필요,매출 성장률이 -0.37%로 저조함; 순이익률이 -27.99%로 개선 필요; 부채비율이 117.16%로 높음; PER이 -10.25로 저평가 가능성; PBR이 3.12로 고평가 가능성,0,0,0,10
바텍,043150,23400,347589590400,0.0779423226812159,14.356178608515059,38.214665249734324,6.9797,0.748,50,보통,매출 성장률이 0.08%로 저조함; 순이익률이 14.36%로 양호함; 부채비율이 38.21%로 높음; PER이 6.98로 적정 수준; PBR이 0.75로 적정 수준,0,10,0,40
파루,043200,1250,52255393750,-4.976303317535545,-2.493765586034913,112.18637992831542,-21.7731,1.8663,30,주의 필요,매출 성장률이 -4.98%로 저조함; 순이익률이 -2.49%로 개선 필요; 부채비율이 112.19%로 높음; PER이 -21.77로 저평가 가능성; PBR이 1.87로 적정 수준,0,0,0,30
티에스넥스젠,043220,171,27227331873,-18.867924528301888,-93.02325581395348,94.25113464447806,-1.0512,0.4226,20,주의 필요,매출 성장률이 -18.87%로 저조함; 순이익률이 -93.02%로 개선 필요; 부채비율이 94.25%로 높음; PER이 -1.05로 저평가 가능성; PBR이 0.42로 저평가 가능성,0,0,0,20
성호전자,043260,1085,76951262955,-0.3844305622296973,3.907380607814761,156.02787456445992,16.3726,0.5481,20,주의 필요,매출 성장률이 -0.38%로 저조함; 순이익률이 3.91%로 개선 필요; 부채비율이 156.03%로 높음; PER이 16.37로 고평가 가능성; PBR이 0.55로 적정 수준,0,0,0,20
에쎈테크,043340,515,48925000000,14.285714285714285,-5.330882352941177,182.35294117647058,-32.6167,1.8908,40,보통,매출 성장률이 14.29%로 양호함; 순이익률이 -5.33%로 개선 필요; 부채비율이 182.35%로 높음; PER이 -32.62로 저평가 가능성; PBR이 1.89로 적정 수준,10,0,0,30
디지아이,043360,2265,20385000000,22.15568862275449,-9.313725490196079,10.268948655256724,-9.7071,0.4871,60,좋음,매출 성장률이 22.16%로 우수함; 순이익률이 -9.31%로 개선 필요; 부채비율이 10.27%로 안정적임; PER이 -9.71로 저평가 가능성; PBR이 0.49로 저평가 가능성,20,0,20,20
피에이치에이,043370,11290,237090000000,1.6129032258064515,5.369069303495532,33.66658335416146,4.1233,0.3022,20,주의 필요,매출 성장률이 1.61%로 저조함; 순이익률이 5.37%로 개선 필요; 부채비율이 33.67%로 높음; PER이 4.12로 저평가 가능성; PBR이 0.30로 저평가 가능성,0,0,0,20
웰킵스하이텍,043590,660,17910262920,47.524752475247524,-32.88590604026846,51.70603674540683,-2.5586,0.4738,40,보통,매출 성장률이 47.52%로 우수함; 순이익률이 -32.89%로 개선 필요; 부채비율이 51.71%로 높음; PER이 -2.56로 저평가 가능성; PBR이 0.47로 저평가 가능성,20,0,0,20
KT지니뮤직,043610,2115,122914151370,-1.758957654723127,-4.575596816976128,55.90446704997789,-8.5954,0.5226,30,주의 필요,매출 성장률이 -1.76%로 저조함; 순이익률이 -4.58%로 개선 필요; 부채비율이 55.90%로 높음; PER이 -8.60로 저평가 가능성; PBR이 0.52로 적정 수준,0,0,0,30
국순당,043650,4700,83934028800,-2.4113475177304964,1.88953488372093,9.436379163108455,-15.5433,0.3576,40,보통,매출 성장률이 -2.41%로 저조함; 순이익률이 1.89%로 개선 필요; 부채비율이 9.44%로 안정적임; PER이 -15.54로 저평가 가능성; PBR이 0.36로 저평가 가능성,0,0,20,20
서울리거,043710,1095,94785948450,-14.601769911504425,27.979274611398964,28.388746803069054,32.6848,2.1396,20,주의 필요,매출 성장률이 -14.60%로 저조함; 순이익률이 27.98%로 우수함; 부채비율이 28.39%로 높음; PER이 32.68로 고평가 가능성; PBR이 2.14로 고평가 가능성,0,20,0,0
자연과환경,043910,714,80961500298,-41.60688665710187,-8.353808353808354,49.63119072708114,-17.9914,0.8865,30,주의 필요,매출 성장률이 -41.61%로 저조함; 순이익률이 -8.35%로 개선 필요; 부채비율이 49.63%로 높음; PER이 -17.99로 저평가 가능성; PBR이 0.89로 적정 수준,0,0,0,30
조광ILI,044060,732,70075958688,11.11111111111111,-39.696969696969695,59.54545454545455,-4.521,1.3794,40,보통,매출 성장률이 11.11%로 양호함; 순이익률이 -39.70%로 개선 필요; 부채비율이 59.55%로 높음; PER이 -4.52로 저평가 가능성; PBR이 1.38로 적정 수준,10,0,0,30
KD,044180,541,14454329259,-12.151616499442586,2.8553299492385786,690.8629441624366,48.1811,0.3571,10,주의 필요,매출 성장률이 -12.15%로 저조함; 순이익률이 2.86%로 개선 필요; 부채비율이 690.86%로 높음; PER이 48.18로 고평가 가능성; PBR이 0.36로 저평가 가능성,0,0,0,10
위닉스,044340,6700,119751947500,-6.421529443112177,-12.64236902050114,112.64775413711583,46.0584,0.5947,20,주의 필요,매출 성장률이 -6.42%로 저조함; 순이익률이 -12.64%로 개선 필요; 부채비율이 112.65%로 높음; PER이 46.06로 고평가 가능성; PBR이 0.59로 적정 수준,0,0,0,20
주연테크,044380,465,30877791180,22.06896551724138,-4.8964218455743875,15.176151761517614,-10.2926,0.8495,70,좋음,매출 성장률이 22.07%로 우수함; 순이익률이 -4.90%로 개선 필요; 부채비율이 15.18%로 안정적임; PER이 -10.29로 저평가 가능성; PBR이 0.85로 적정 수준,20,0,20,30
KSS해운,044450,10350,238938858000,9.585272958104104,11.083220698976637,257.31822474032106,4.1846,0.4828,30,주의 필요,매출 성장률이 9.59%로 저조함; 순이익률이 11.08%로 양호함; 부채비율이 257.32%로 높음; PER이 4.18로 저평가 가능성; PBR이 0.48로 저평가 가능성,0,10,0,20
빌리언스,044480,318,12931065504,43.79310344827586,20.623501199040767,121.81818181818183,1.3062,0.5938,70,좋음,매출 성장률이 43.79%로 우수함; 순이익률이 20.62%로 우수함; 부채비율이 121.82%로 높음; PER이 1.31로 저평가 가능성; PBR이 0.59로 적정 수준,20,20,0,30
태웅,044490,39200,784289335200,-12.95628661559261,6.393994304944344,34.4251447477254,40.22,1.3846,20,주의 필요,매출 성장률이 -12.96%로 저조함; 순이익률이 6.39%로 개선 필요; 부채비율이 34.43%로 높음; PER이 40.22로 고평가 가능성; PBR이 1.38로 적정 수준,0,0,0,20
에이치케이,044780,1313,24298098331,-18.91891891891892,-4.074074074074074,34.8122866894198,-8.3787,0.4132,20,주의 필요,매출 성장률이 -18.92%로 저조함; 순이익률이 -4.07%로 개선 필요; 부채비율이 34.81%로 높음; PER이 -8.38로 저평가 가능성; PBR이 0.41로 저평가 가능성,0,0,0,20
